CSVv2;OperatingPoint, measurementType, sysType, jetFlavor, etaMin, etaMax, ptMin, ptMax, discrMin, discrMax, formula
2, comb, down_uncorrelated, 0, -2.4, 2.4, 100, 140, 0, 1, "0.857294+((3.75846e-05*x)-0.0089664645494072735)" 
2, comb, down_uncorrelated, 0, -2.4, 2.4, 140, 200, 0, 1, "0.857294+((3.75846e-05*x)-0.012480897829008108)" 
2, comb, down_uncorrelated, 0, -2.4, 2.4, 200, 300, 0, 1, "0.857294+((3.75846e-05*x)-0.013209767639727579)" 
2, comb, down_uncorrelated, 0, -2.4, 2.4, 300, 670, 0, 1, "0.857294+((3.75846e-05*x)-0.020294852554812955)" 
2, comb, up, 1, -2.4, 2.4, 30, 50, 0, 1, "(0.857294+(3.75846e-05*x))+0.028772119432687759" 
2, comb, up, 1, -2.4, 2.4, 50, 70, 0, 1, "(0.857294+(3.75846e-05*x))+0.027094315737485886" 
2, comb, up, 1, -2.4, 2.4, 70, 100, 0, 1, "(0.857294+(3.75846e-05*x))+0.029823761433362961" 
2, comb, up, 1, -2.4, 2.4, 100, 140, 0, 1, "(0.857294+(3.75846e-05*x))+0.038315325975418091" 
2, comb, up, 1, -2.4, 2.4, 140, 200, 0, 1, "(0.857294+(3.75846e-05*x))+0.043433453887701035" 
2, comb, up, 1, -2.4, 2.4, 200, 300, 0, 1, "(0.857294+(3.75846e-05*x))+0.093691818416118622" 
2, comb, up, 1, -2.4, 2.4, 300, 670, 0, 1, "(0.857294+(3.75846e-05*x))+0.084598012268543243" 
2, comb, up, 0, -2.4, 2.4, 30, 50, 0, 1, "(0.857294+(3.75846e-05*x))+0.01438605971634388" 
2, comb, up, 0, -2.4, 2.4, 50, 70, 0, 1, "(0.857294+(3.75846e-05*x))+0.013547157868742943" 
2, comb, up, 0, -2.4, 2.4, 70, 100, 0, 1, "(0.857294+(3.75846e-05*x))+0.01491188071668148" 
2, comb, up, 0, -2.4, 2.4, 100, 140, 0, 1, "(0.857294+(3.75846e-05*x))+0.019157662987709045" 
2, comb, up, 0, -2.4, 2.4, 140, 200, 0, 1, "(0.857294+(3.75846e-05*x))+0.021716726943850517" 
2, comb, up, 0, -2.4, 2.4, 200, 300, 0, 1, "(0.857294+(3.75846e-05*x))+0.046845909208059311" 
2, comb, up, 0, -2.4, 2.4, 300, 670, 0, 1, "(0.857294+(3.75846e-05*x))+0.042299006134271622" 
2, comb, up_correlated, 1, -2.4, 2.4, 30, 50, 0, 1, "(0.857294+(3.75846e-05*x))+0.024577105438725495" 
2, comb, up_correlated, 1, -2.4, 2.4, 50, 70, 0, 1, "(0.857294+(3.75846e-05*x))+0.0230921145155926" 
2, comb, up_correlated, 1, -2.4, 2.4, 70, 100, 0, 1, "(0.857294+(3.75846e-05*x))+0.025814538459666921" 
2, comb, up_correlated, 1, -2.4, 2.4, 100, 140, 0, 1, "(0.857294+(3.75846e-05*x))+0.033859625788532258" 
2, comb, up_correlated, 1, -2.4, 2.4, 140, 200, 0, 1, "(0.857294+(3.75846e-05*x))+0.035543968182273837" 
2, comb, up_correlated, 1, -2.4, 2.4, 200, 300, 0, 1, "(0.857294+(3.75846e-05*x))+0.089889737977905851" 
2, comb, up_correlated, 1, -2.4, 2.4, 300, 670, 0, 1, "(0.857294+(3.75846e-05*x))+0.074224655734480852" 
2, comb, up_correlated, 0, -2.4, 2.4, 30, 50, 0, 1, "(0.857294+(3.75846e-05*x))+0.012288552719362748" 
2, comb, up_correlated, 0, -2.4, 2.4, 50, 70, 0, 1, "(0.857294+(3.75846e-05*x))+0.0115460572577963" 
2, comb, up_correlated, 0, -2.4, 2.4, 70, 100, 0, 1, "(0.857294+(3.75846e-05*x))+0.01290726922983346" 
2, comb, up_correlated, 0, -2.4, 2.4, 100, 140, 0, 1, "(0.857294+(3.75846e-05*x))+0.016929812894266129" 
2, comb, up_correlated, 0, -2.4, 2.4, 140, 200, 0, 1, "(0.857294+(3.75846e-05*x))+0.017771984091136919" 
2, comb, up_correlated, 0, -2.4, 2.4, 200, 300, 0, 1, "(0.857294+(3.75846e-05*x))+0.044944868988952925" 
2, comb, up_correlated, 0, -2.4, 2.4, 300, 670, 0, 1, "(0.857294+(3.75846e-05*x))+0.037112327867240426" 
2, comb, up_uncorrelated, 1, -2.4, 2.4, 30, 50, 0, 1, "(0.857294+(3.75846e-05*x))+0.014959971420514757" 
2, comb, up_uncorrelated, 1, -2.4, 2.4, 50, 70, 0, 1, "(0.857294+(3.75846e-05*x))+0.01417237427114218" 
2, comb, up_uncorrelated, 1, -2.4, 2.4, 70, 100, 0, 1, "(0.857294+(3.75846e-05*x))+0.01493540592513392" 
2, comb, up_uncorrelated, 1, -2.4, 2.4, 100, 140, 0, 1, "(0.857294+(3.75846e-05*x))+0.017932929098814547" 
2, comb, up_uncorrelated, 1, -2.4, 2.4, 140, 200, 0, 1, "(0.857294+(3.75846e-05*x))+0.024961795658016216" 
2, comb, up_uncorrelated, 1, -2.4, 2.4, 200, 300, 0, 1, "(0.857294+(3.75846e-05*x))+0.026419535279455158" 
2, comb, up_uncorrelated, 1, -2.4, 2.4, 300, 670, 0, 1, "(0.857294+(3.75846e-05*x))+0.040589705109625909" 
2, comb, up_uncorrelated, 0, -2.4, 2.4, 30, 50, 0, 1, "(0.857294+(3.75846e-05*x))+0.0074799857102573787" 
2, comb, up_uncorrelated, 0, -2.4, 2.4, 50, 70, 0, 1, "(0.857294+(3.75846e-05*x))+0.0070861871355710898" 
2, comb, up_uncorrelated, 0, -2.4, 2.4, 70, 100, 0, 1, "(0.857294+(3.75846e-05*x))+0.0074677029625669598" 
2, comb, up_uncorrelated, 0, -2.4, 2.4, 100, 140, 0, 1, "(0.857294+(3.75846e-05*x))+0.0089664645494072735" 
2, comb, up_uncorrelated, 0, -2.4, 2.4, 140, 200, 0, 1, "(0.857294+(3.75846e-05*x))+0.012480897829008108" 
2, comb, up_uncorrelated, 0, -2.4, 2.4, 200, 300, 0, 1, "(0.857294+(3.75846e-05*x))+0.013209767639727579" 
2, comb, up_uncorrelated, 0, -2.4, 2.4, 300, 670, 0, 1, "(0.857294+(3.75846e-05*x))+0.020294852554812955" 
0, incl, central, 2, 0, 2.4, 20, 1000, 0, 1, "1.05636+0.000920353*x+-7.85916e-07*x*x+1.92221e-11*x*x*x" 
0, incl, down, 2, 0, 2.4, 20, 1000, 0, 1, "(1.05636+0.000920353*x+-7.85916e-07*x*x+1.92221e-11*x*x*x)*(1-(0.0539991+-6.29073e-06*x+-3.39895e-09*x*x))" 
0, incl, up, 2, 0, 2.4, 20, 1000, 0, 1, "(1.05636+0.000920353*x+-7.85916e-07*x*x+1.92221e-11*x*x*x)*(1+(0.0539991+-6.29073e-06*x+-3.39895e-09*x*x))" 
0, incl, down_correlated, 2, 0, 2.4, 30, 80, 0, 1, "1.06805460" 
0, incl, down_correlated, 2, 0, 2.4, 80, 140, 0, 1, "1.10163099" 
0, incl, down_correlated, 2, 0, 2.4, 140, 240, 0, 1, "1.15304292" 
0, incl, down_correlated, 2, 0, 2.4, 240, 440, 0, 1, "1.23072787" 
0, incl, down_correlated, 2, 0, 2.4, 440, 600, 0, 1, "1.28923629" 
0, incl, down_correlated, 2, 0, 2.4, 600, 1000, 0, 1, "1.25843387" 
0, incl, down_uncorrelated, 2, 0, 2.4, 30, 80, 0, 1, "1.06131140" 
0, incl, down_uncorrelated, 2, 0, 2.4, 80, 140, 0, 1, "1.10305389" 
0, incl, down_uncorrelated, 2, 0, 2.4, 140, 240, 0, 1, "1.15538775" 
0, incl, down_uncorrelated, 2, 0, 2.4, 240, 440, 0, 1, "1.22677451" 
0, incl, down_uncorrelated, 2, 0, 2.4, 440, 600, 0, 1, "1.27183612" 
0, incl, down_uncorrelated, 2, 0, 2.4, 600, 1000, 0, 1, "1.23927179" 
0, incl, up_correlated, 2, 0, 2.4, 30, 80, 0, 1, "1.14082783" 
0, incl, up_correlated, 2, 0, 2.4, 80, 140, 0, 1, "1.19412910" 
0, incl, up_correlated, 2, 0, 2.4, 140, 240, 0, 1, "1.25163840" 
0, incl, up_correlated, 2, 0, 2.4, 240, 440, 0, 1, "1.32252903" 
0, incl, up_correlated, 2, 0, 2.4, 440, 600, 0, 1, "1.35780628" 
0, incl, up_correlated, 2, 0, 2.4, 600, 1000, 0, 1, "1.32083333" 
0, incl, up_uncorrelated, 2, 0, 2.4, 30, 80, 0, 1, "1.14757102" 
0, incl, up_uncorrelated, 2, 0, 2.4, 80, 140, 0, 1, "1.19270619" 
0, incl, up_uncorrelated, 2, 0, 2.4, 140, 240, 0, 1, "1.24929356" 
0, incl, up_uncorrelated, 2, 0, 2.4, 240, 440, 0, 1, "1.32648238" 
0, incl, up_uncorrelated, 2, 0, 2.4, 440, 600, 0, 1, "1.37520644" 
0, incl, up_uncorrelated, 2, 0, 2.4, 600, 1000, 0, 1, "1.33999540" 
1, incl, central, 2, 0, 2.4, 20, 1000, 0, 1, "0.980777+-0.00109334*x+4.2909e-06*x*x+-2.78512e-09*x*x*x" 
1, incl, down, 2, 0, 2.4, 20, 1000, 0, 1, "(0.980777+-0.00109334*x+4.2909e-06*x*x+-2.78512e-09*x*x*x)*(1-(0.0672836+0.000102309*x+-1.01558e-07*x*x))" 
1, incl, up, 2, 0, 2.4, 20, 1000, 0, 1, "(0.980777+-0.00109334*x+4.2909e-06*x*x+-2.78512e-09*x*x*x)*(1+(0.0672836+0.000102309*x+-1.01558e-07*x*x))" 
1, incl, down_correlated, 2, 0, 2.4, 30, 80, 0, 1, "0.89309563" 
1, incl, down_correlated, 2, 0, 2.4, 80, 140, 0, 1, "0.85720332" 
1, incl, down_correlated, 2, 0, 2.4, 140, 240, 0, 1, "0.84380431" 
1, incl, down_correlated, 2, 0, 2.4, 240, 440, 0, 1, "0.92142488" 
1, incl, down_correlated, 2, 0, 2.4, 440, 600, 0, 1, "1.09290000" 
1, incl, down_correlated, 2, 0, 2.4, 600, 1000, 0, 1, "1.31028853" 
1, incl, down_uncorrelated, 2, 0, 2.4, 30, 80, 0, 1, "0.88651008" 
1, incl, down_uncorrelated, 2, 0, 2.4, 80, 140, 0, 1, "0.86351668" 
1, incl, down_uncorrelated, 2, 0, 2.4, 140, 240, 0, 1, "0.86480714" 
1, incl, down_uncorrelated, 2, 0, 2.4, 240, 440, 0, 1, "0.94961138" 
1, incl, down_uncorrelated, 2, 0, 2.4, 440, 600, 0, 1, "1.12078759" 
1, incl, down_uncorrelated, 2, 0, 2.4, 600, 1000, 0, 1, "1.32354932" 
1, incl, up_correlated, 2, 0, 2.4, 30, 80, 0, 1, "0.97482134" 
1, incl, up_correlated, 2, 0, 2.4, 80, 140, 0, 1, "0.96226549" 
1, incl, up_correlated, 2, 0, 2.4, 140, 240, 0, 1, "0.97838356" 
1, incl, up_correlated, 2, 0, 2.4, 240, 440, 0, 1, "1.07944937" 
1, incl, up_correlated, 2, 0, 2.4, 440, 600, 0, 1, "1.26865030" 
1, incl, up_correlated, 2, 0, 2.4, 600, 1000, 0, 1, "1.47848994" 
1, incl, up_uncorrelated, 2, 0, 2.4, 30, 80, 0, 1, "0.98140689" 
1, incl, up_uncorrelated, 2, 0, 2.4, 80, 140, 0, 1, "0.95595214" 
1, incl, up_uncorrelated, 2, 0, 2.4, 140, 240, 0, 1, "0.95738074" 
1, incl, up_uncorrelated, 2, 0, 2.4, 240, 440, 0, 1, "1.05126288" 
1, incl, up_uncorrelated, 2, 0, 2.4, 440, 600, 0, 1, "1.24076271" 
1, incl, up_uncorrelated, 2, 0, 2.4, 600, 1000, 0, 1, "1.46522915" 
2, incl, central, 2, 0, 2.4, 20, 1000, 0, 1, "0.688619+260.84/(x*x)" 
2, incl, down, 2, 0, 2.4, 20, 1000, 0, 1, "(0.688619+260.84/(x*x))*(1-(0.144982+0.000116685*x+-1.0021e-07*x*x))" 
2, incl, up, 2, 0, 2.4, 20, 1000, 0, 1, "(0.688619+260.84/(x*x))*(1+(0.144982+0.000116685*x+-1.0021e-07*x*x))" 
2, incl, down_correlated, 2, 0, 2.4, 30, 80, 0, 1, "0.72708645" 
2, incl, down_correlated, 2, 0, 2.4, 80, 140, 0, 1, "0.60921324" 
2, incl, down_correlated, 2, 0, 2.4, 140, 240, 0, 1, "0.59536429" 
2, incl, down_correlated, 2, 0, 2.4, 240, 440, 0, 1, "0.58969913" 
2, incl, down_correlated, 2, 0, 2.4, 440, 600, 0, 1, "0.58776394" 
2, incl, down_correlated, 2, 0, 2.4, 600, 1000, 0, 1, "0.59606141" 
2, incl, down_uncorrelated, 2, 0, 2.4, 30, 80, 0, 1, "0.71558770" 
2, incl, down_uncorrelated, 2, 0, 2.4, 80, 140, 0, 1, "0.63894559" 
2, incl, down_uncorrelated, 2, 0, 2.4, 140, 240, 0, 1, "0.62501066" 
2, incl, down_uncorrelated, 2, 0, 2.4, 240, 440, 0, 1, "0.62026011" 
2, incl, down_uncorrelated, 2, 0, 2.4, 440, 600, 0, 1, "0.61892996" 
2, incl, down_uncorrelated, 2, 0, 2.4, 600, 1000, 0, 1, "0.61843337" 
2, incl, up_correlated, 2, 0, 2.4, 30, 80, 0, 1, "0.86751845" 
2, incl, up_correlated, 2, 0, 2.4, 80, 140, 0, 1, "0.81460352" 
2, incl, up_correlated, 2, 0, 2.4, 140, 240, 0, 1, "0.79740009" 
2, incl, up_correlated, 2, 0, 2.4, 240, 440, 0, 1, "0.79247920" 
2, incl, up_correlated, 2, 0, 2.4, 440, 600, 0, 1, "0.79145031" 
2, incl, up_correlated, 2, 0, 2.4, 600, 1000, 0, 1, "0.78204624" 
2, incl, up_uncorrelated, 2, 0, 2.4, 30, 80, 0, 1, "0.87901720" 
2, incl, up_uncorrelated, 2, 0, 2.4, 80, 140, 0, 1, "0.78487118" 
2, incl, up_uncorrelated, 2, 0, 2.4, 140, 240, 0, 1, "0.76775372" 
2, incl, up_uncorrelated, 2, 0, 2.4, 240, 440, 0, 1, "0.76191822" 
2, incl, up_uncorrelated, 2, 0, 2.4, 440, 600, 0, 1, "0.76028428" 
2, incl, up_uncorrelated, 2, 0, 2.4, 600, 1000, 0, 1, "0.75967428" 
